quote,author,tags
do you remember me telling you we are practicing nonverbal spells potteryes said harry stifflyyes sirtheres no need to call me sir professorthe words had escaped him before he knew what he was saying,jk rowling,"['humor', 'rebellion', 'sarcasm']"
only the very weakminded refuse to be influenced by literature and poetry,cassandra clare,"['books', 'literature', 'philosphy', 'poetry', 'reading']"
its the possibility of having a dream come true that makes life interesting,paulo coelho,['inspirational']
be not afraid of greatness some are born great some achieve greatness and others have greatness thrust upon them,william shakespeare,['greatness']
what youre supposed to do when you dont like a thing is change it if you cant change it change the way you think about it dont complain,maya angelou,"['1993', 'advice', 'complaining', 'inspirational']"
happiness in intelligent people is the rarest thing i know,ernest hemingway,['happiness']
a day without laughter is a day wasted,nicolas chamfort,['philosophy']
hes not perfect you arent either and the two of you will never be perfect but if he can make you laugh at least once causes you to think twice and if he admits to being human and making mistakes hold onto him and give him the most you can he isnt going to quote poetry hes not thinking about you every moment but he will give you a part of him that he knows you could break dont hurt him dont change him and dont expect for more than he can give dont analyze smile when he makes you happy yell when he makes you mad and miss him when hes not there love hard when there is love to be had because perfect guys dont exist but theres always one guy that is perfect for you,bob marley,"['inspirational', 'love']"
a persons a person no matter how small,dr seuss,['inspirational']
the only true wisdom is in knowing you know nothing,socrates,"['knowledge', 'wisdom']"
perhaps one did not want to be loved so much as to be understood,george orwell,['truth']
yes i am a dreamer for a dreamer is one who can only find his way by moonlight and his punishment is that he sees the dawn before the rest of the world,oscar wilde,"['dreaming', 'dreams', 'imagination']"
when adults say teenagers think they are invincible with that sly stupid smile on their faces they dont know how right they are we need never be hopeless because we can never be irreparably broken we think that we are invincible because we are we cannot be born and we cannot die like all energy we can only change shapes and sizes and manifestations they forget that when they get old they get scared of losing and failing but that part of us greater than the sum of our parts cannot begin and cannot end and so it cannot fail,john green,"['invincible', 'teenagers', 'teens']"
i became insane with long intervals of horrible sanity,edgar allan poe,"['insanity', 'sanity']"
oh i wouldnt mind hazel grace it would be a privilege to have my heart broken by you,john green,"['augustuswaters', 'hazel', 'heartbreak', 'privilege']"
jesus luke exclaimedactually its just me said simon although ive been told the resemblance is startling,cassandra clare,"['humor', 'jacewayland', 'simonlewis']"
when we honestly ask ourselves which person in our lives mean the most to us we often find that it is those who instead of giving advice solutions or cures have chosen rather to share our pain and touch our wounds with a warm and tender hand the friend who can be silent with us in a moment of despair or confusion who can stay with us in an hour of grief and bereavement who can tolerate not knowing not curing not healing and face with us the reality of our powerlessness that is a friend who cares,henri nouwen,"['empathy', 'friends', 'friendship', 'inspirational']"
numbing the pain for a while will make it worse when you finally feel it,jk rowling,['pain']
i finally understood what true love meantlove meant that you care for another persons happiness more than your own no matter how painful the choices you face might be,nicholas sparks,"['dearjohn', 'nicholassparks']"
you can never be overdressed or overeducated,oscar wilde,"['education', 'fashion']"
just because you have the emotional range of a teaspoon doesnt mean we all have,jk rowling,['hermione']
it is one of the blessings of old friends that you can afford to be stupid with them,ralph waldo emerson,['friends']
the one you love and the one who loves you are never ever the same person,chuck palahniuk,"['life', 'love']"
be careful about reading health books some fine day youll die of a misprint,markus herz,"['books', 'health', 'humor', 'misattributedmarktwain', 'misprints']"
have you ever noticed how what the hell is always the right decision to make,terry johnson,"['humor', 'misattributedtomarilynmonroe', 'philosophy']"
books are the quietest and most constant of friends they are the most accessible and wisest of counselors and the most patient of teachers,charles w eliot,"['books', 'friends', 'reading', 'teachers']"
